MAG Id;Sample;Accession;CheckM Completeness;CheckM Contamination;CheckM Strain heterogeneity;Anvio Completion;Anvio Redundancy;GTDB Taxonomy;Checkm Taxonomy;Anvio Domain;Dereplication Cluster;Representative MAG;Genome size;# scaffolds;N50 (scaffolds);Longest scaffold;# ambiguous bases;# predicted genes;Translation table;Coding density;GC Content;GC Content (sd);High Quality;EMOSE_N010000413;EMOSE_N010000990;EMOSE_N010000419;EMOSE_N020000414;EMOSE_N010000414;EMOSE_N010000416;EMOSE_N010000415;EMOSE_N010000417;EMOSE_N030000421;EMOSE_N030000991;EMOSE_N010000418;EMOSE_N010000424;EMOSE_N010000407;EMOSE_N010000368;EMOSE_N010000401;EMOSE_N010000995;EMOSE_N010000372;EMOSE_N010000405;EMOSE_N010000411;EMOSE_N020000340;EMOSE_N010000340;EMOSE_N010000344;EMOSE_N010000346;EMOSE_N020000684;EMOSE_N030000829;EMOSE_N040000340
ETHSEQ0000004032_metabat2_a26.c2k.e500.34;EMOSE_N010000424;ERR2098376;91,76;0;0;100;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2277132;136;37586;102031;7500;2158;11;0,910692485;0,528869438;0,010854791;VERDADERO;47,11963529;52,32510809;48,12681912;73,00171471;51,08236985;78,81509265;49,77662574;67,81279632;82,98223456;95,16461176;27,86934706;41,04948015;69,59183529;77,86635956;65,16516397;39,08804559;96,79309706;106,963461;107,2369699;110,3203618;92,75280441;120,088036;95,57334338;145,1820206;212,6741765;219,99225
ETHSEQ0000004056_metabat2_a26.c2k.e500.94;EMOSE_N010000344;ERR2098400;92,22;0,44;0;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2238175;146;26141;80750;5900;2122;11;0,921321612;0,52824764;0,012338547;VERDADERO;47,92750959;53,06713767;48,61661164;73,72772192;51,42357192;79,61688767;50,39770342;68,49524795;83,93900548;96,24781644;28,21382945;41,21017055;70,26453356;78,98853288;66,04445342;39,59276164;98,13828836;108,456876;108,9716877;111,9068651;93,6409774;121,9314014;96,91349315;147,529139;216,4268986;222,7290342
ETHSEQ0000004025_metabat2_a26.c2k.e500.40;EMOSE_N010000414;ERR2098369;93,34;0,22;100;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2255631;136;34102;85688;6400;2139;11;0,917433304;0,528658461;0,011523995;VERDADERO;47,84600588;52,93721912;48,75904632;73,90488676;52,15305882;80,08169632;50,55675441;68,77661471;84,03598824;96,4645875;28,20434632;41,22805588;70,29014632;78,93726618;66,00287574;39,66259559;98,30180956;108,550864;108,6983721;112,2984441;94,19433456;121,814636;97,04786912;147,4450441;215,8148897;222,9934779
ETHSEQ0000004035_metabat2_a26.c2k.e500.85;EMOSE_N010000368;ERR2098379;94,05;0;0;100;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2201465;148;29834;78064;5000;2096;11;0,922481166;0,528969959;0,012002561;VERDADERO;48,8301473;54,09870338;49,76290743;75,58998378;52,93865405;81,82686351;51,91000203;70,24021419;86,05806622;98,55821824;28,99997432;42,14295135;72,05673243;80,90658784;67,69042703;40,4678223;100,7891966;110,9352149;111,2437642;115,0578689;96,5118473;124,6705439;99,09549189;150,6456615;219,9419595;228,1336554
ETHSEQ0000004024_metabat2_a26.c2k.e500.80;EMOSE_N020000414;ERR2098368;91,3;0;0;100;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2253630;152;30206;77718;6410;2140;11;0,915882376;0,528481858;0,012492496;VERDADERO;48,10872632;53,51771908;49,20505921;74,98741513;52,26173289;80,76974934;51,28800789;69,30310855;85,07514474;97,16116382;28,45565658;41,60423289;71,15896776;79,69646776;66,54209737;40,00050658;99,47826513;109,7284263;109,7457066;113,249798;95,18343092;123,2019895;97,98120724;148,8011355;218,3532171;224,9659934
ETHSEQ0000004033_metabat2_a26.c2k.e500.92;EMOSE_N010000407;ERR2098377;93,87;0;0;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2221728;150;27539;128506;6300;2103;11;0,920441206;0,529104986;0,011254583;VERDADERO;49,20211467;54,38937067;50,02879733;76,30596667;53,420248;82,54474133;52,21128867;70,66800133;86,84091333;99,31641333;29,09649;42,51384933;72,82013067;81,14830133;67,800316;40,84693733;101,609662;111,7306927;111,80518;115,5066433;96,838244;125,113658;99,48695067;151,680268;221,071656;229,9614933
ETHSEQ0000004021_metabat2_a26.c2k.e500.46;EMOSE_N010000413;ERR2098365;93,97;0,5;50;100;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2278486;137;37101;105277;6510;2156;11;0,915699723;0,528689123;0,011418452;VERDADERO;47,71770292;52,62172482;48,23650803;73,56466204;51,40478029;79,59174088;50,16977153;68,32758029;83,59725766;95,5083073;28,12619562;41,02208248;70,00525839;78,25254599;65,3233;39,40422628;97,83889927;107,7332496;108,0795978;111,8611876;93,63592409;121,1306226;96,32451825;146,8583307;214,3983723;221,9010657
ETHSEQ0000004028_metabat2_a26.c2k.e500.74;EMOSE_N010000417;ERR2098372;93,15;0,88;50;100;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2258254;148;24591;85606;5700;2131;11;0,917504408;0,528859242;0,011949706;VERDADERO;49,00572568;54,50491757;50,051275;75,85359122;53,11986892;82,33337432;51,92191216;70,89199595;86,58972432;99,00464054;28,94316351;42,35713311;72,21795743;81,08203311;67,74025676;40,57198514;101,0269784;111,4932845;111,4851784;115,1774149;96,70215135;124,7780777;99,50830541;151,1139155;220,898973;228,9773311
ETHSEQ0000004046_metabat2_a26.c2k.e500.95;EMOSE_N010000411;ERR2098390;92,28;0;0;97,84;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (0.9);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2190228;148;26099;96495;5300;2076;11;0,919751734;0,529025213;0,009733135;VERDADERO;49,69616216;55,13186622;50,83291554;77,03629324;53,82339797;83,21348378;52,68794595;71,38773581;87,74929392;100,6529676;29,36530608;42,98553041;73,27759527;82,32363649;68,89824595;41,12966959;102,3902993;112,9775993;113,3615358;117,0789628;98,10911757;126,6560845;100,9570608;153,2225601;223,8573365;233,0124257
ETHSEQ0000004027_metabat2_a26.c2k.e500.14;EMOSE_N010000415;ERR2098371;93,65;0;0;99,28;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2258963;138;30494;84471;7600;2134;11;0,910682468;0,528617553;0,012337678;VERDADERO;48,11036739;53,35927319;49,21640435;74,32970652;51,81302681;80,35957246;51,04485507;69,05989275;84,83134928;96,98216522;28,43881232;41,75551957;70,74415;79,65640507;66,74467826;39,72157826;98,66500435;109,1851043;109,3330797;112,4611536;94,61082246;122,6351167;97,46679203;148,0188529;216,7003188;223,6395362
ETHSEQ0000004065_metabat2_a26.c2k.e500.60;EMOSE_N030000829;ERR2098409;92,12;0;0;97,84;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2217701;167;21656;82370;6600;2115;11;0,918197719;0,528741111;0,011766121;VERDADERO;48,61145988;54,0774503;49,68284371;75,30301856;52,49838683;81,25984132;51,5241503;69,7373503;85,74899042;98,0703509;28,73685629;42,04701916;71,60461497;80,56468024;67,27027605;40,34786048;99,92088383;110,1759168;110,6972976;114,1817743;95,50343952;123,8796401;98,71287904;150,1011844;219,9176497;227,1722186
ETHSEQ0000004036_metabat2_a26.c2k.e500.23;EMOSE_N010000401;ERR2098380;93,39;0,44;100;99,28;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2253676;165;30364;81304;4810;2157;11;0,922077087;0,528236009;0,01159633;VERDADERO;48,09146848;53,5600903;49,11300364;74,38517879;51,81694061;80,37402;50,7558503;68,98362909;84,83785333;97,28066848;28,40221091;41,57442727;70,92054364;79,74745212;67,20203455;39,83868;99,20352424;109,4562176;109,4207982;113,0231691;95,09064545;122,7511315;98,03682667;148,5484939;217,6467321;224,7101539
ETHSEQ0000004055_metabat2_a26.c2k.e500.82;EMOSE_N010000340;ERR2098399;92,87;0,06;100;99,28;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2339973;149;27550;95989;5900;2181;11;0,916875964;0,528205416;0,012439845;VERDADERO;46,50871007;51,5560906;47,36827248;71,90578591;50,52851141;77,80181745;49,19254497;66,86347919;81,63956644;93,7812745;27,42457651;40,04687919;68,53076577;77,04423758;64,37037584;38,66391477;95,74649463;105,7847383;105,9959523;109,3128604;91,95486242;118,4827074;94,43029664;143,2596966;209,6936966;217,512743
ETHSEQ0000004054_metabat2_a26.c2k.e500.96;EMOSE_N020000340;ERR2098398;94,08;0;0;100;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2235315;167;24817;81669;5900;2127;11;0,918128765;0,529041026;0,011518319;VERDADERO;48,51599042;53,93574611;49,50423892;75,55516347;52,68061677;81,65767725;51,7776976;69,89763234;86,1316503;98,41892635;28,75242515;41,94605629;71,69552635;80,52203353;67,42003234;40,3133024;100,290921;110,6964826;110,5687497;114,9317389;96,16068024;124,1128156;98,74714431;150,2977551;219,0874431;228,0268144
ETHSEQ0000004037_metabat2_a26.c2k.e500.57;EMOSE_N010000995;ERR2098381;93,17;4,3;93,33;97,84;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (0.9);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2365911;137;35258;88047;6710;2219;11;0,913203836;0,528331414;0,01113813;VERDADERO;45,65403796;50,66341314;46,40696934;70,56097883;49,26373942;76,32577737;48,0868854;65,68190657;80,40974453;91,81922847;26,99567153;39,39897372;67,12932263;75,54950365;62,93594161;38,36948102;94,25802044;103,7947533;104,2183555;107,3120255;89,71182117;116,5068934;92,81021387;140,8161796;206,4119942;213,0159416
ETHSEQ0000004030_metabat2_a26.c2k.e500.27;EMOSE_N030000991;ERR2098374;92,45;0,44;0;98,56;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (0.9);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2247742;151;27411;108399;5500;2128;11;0,9179808;0,528654802;0,011046449;VERDADERO;48,87774503;54,2566947;49,97243841;76,06512252;53,23592252;82,39638477;52,0468894;70,58707881;86,78651457;99,58280464;28,96579272;42,38313179;72,29344106;81,01618411;67,6251894;40,68754768;101,158902;111,4213404;111,6021702;115,3331993;96,63301325;124,9007444;99,42407483;151,3352344;221,3719669;229,5181523
ETHSEQ0000004057_metabat2_a26.c2k.e500.47;EMOSE_N010000346;ERR2098401;92,38;0;0;100;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2252982;138;28282;94609;5400;2112;11;0,918017987;0,528636997;0,012055611;VERDADERO;48,54848406;53,76854203;49,5927;75,34520725;52,67367899;81,39426304;51,53591522;69,87244855;86,06659855;98,34885145;28,60466087;41,98965797;71,5276913;80,31852101;67,42097609;40,23960942;100,3708406;110,7028638;110,8350768;114,1661659;95,90415;123,9586435;98,90303551;150,3790464;219,6943986;227,5733406
ETHSEQ0000004069_metabat2_a26.c2k.e500.105;EMOSE_N040000340;ERR2196984;91,31;0,44;0;97,84;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2132217;168;21324;81684;6900;2017;11;0,913516307;0,529122009;0,01149606;VERDADERO;48,82024464;54,07829286;49,99438869;75,8100869;52,74952202;81,75063095;51,94458333;70,3516006;86,1620994;98,85957679;28,91915536;42,27910238;71,88737976;80,96724643;67,66455119;40,57046071;100,3372929;110,7780744;110,9494964;114,5849435;96,06586012;124,3071732;98,89982202;150,7453131;219,6866071;228,6709524
ETHSEQ0000004023_metabat2_a26.c2k.e500.30;EMOSE_N010000419;ERR2098367;93,03;0,44;0;99,28;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2288441;132;37891;104616;6800;2163;11;0,91619229;0,528079571;0,011317926;VERDADERO;47,82336288;53,05316894;48,98873712;73,94819318;51,66893561;80,09853864;50,42139167;68,72004242;83,97718258;96,38866439;28,26675985;41,46302045;70,41502652;79,10508864;66,222725;39,72110606;98,63749015;108,8553386;109,0440136;112,3288455;93,91045076;122,0747545;97,12904773;147,4975182;215,7885758;223,0968561
ETHSEQ0000004045_metabat2_a26.c2k.e500.39;EMOSE_N010000405;ERR2098389;93,04;0,44;0;100;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__";c__Gammaproteobacteria;BACTERIA (1.0);24_1;ETHSEQ0000004022_metabat2_a26.c2k.e500.67.fa;2185852;140;29545;84274;5500;2074;11;0,921375738;0,52923106;0,010453601;VERDADERO;48,70804929;53,95853786;49,61879714;75,26630286;52,63695071;81,36575286;51,47428071;69,87368571;85,74356143;98,07788929;28,74082571;42,20364214;71,74762571;80,40835643;67,30963929;40,49604643;100,4043157;110,9286714;110,92214;114,12426;95,57940714;124,105305;98,62556857;150,4214429;220,0560429;227,31865
ETHSEQ0000004022_metabat2_a26.c2k.e500.79;EMOSE_N010000990;ERR2098366;96,11;3,75;47,06;84,89;3,6;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium yanoikuyae";o__Sphingomonadales;BACTERIA (0.9);13_0;ETHSEQ0000004022_metabat2_a26.c2k.e500.79.fa;4545990;219;34994;206706;780;4399;11;0,906013872;0,649150644;0,022486632;VERDADERO;0,038285452;13,50250689;0,041403035;0,176936345;0,087054251;0,426030725;0,027897279;0,051335579;0,105907301;0,068332172;0,031435591;0,026841463;0,039161378;0,089238191;0,081531102;0,011307629;0,032124159;0,059561532;0,031967047;0,050711644;0,060295284;0,043989303;0,027238299;0,052602193;0,048183077;0,093997591
ETHSEQ0000004022_metabat2_a26.c2k.e500.89;EMOSE_N010000990;ERR2098366;50,2;8,93;8,33;51,08;17,99;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__";k__Bacteria;BACTERIA (0.5);58_0;ETHSEQ0000004022_metabat2_a26.c2k.e500.89.fa;830091;422;2027;7569;90;1117;11;0,932821823;0,353911622;0,037869155;FALSO;6,101375403;8,288941445;5,496705045;7,433013934;4,951205026;8,53998628;4,59097477;7,812227322;6,78091509;6,905005592;2,875262617;3,971062592;13,1011278;11,02427889;5,166613822;6,517505024;13,46596564;15,94563479;11,00726036;12,35606538;9,996439289;12,46797287;12,90440976;8,616709763;11,04127972;21,55956152
ETHSEQ0000004064_metabat2_a26.c2k.e500.5;EMOSE_N020000684;ERR2098408;76,84;2,08;33,33;84,17;7,19;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.9);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1202548;72;31208;76679;800;1218;11;0,954351926;0,294411973;0,014646561;FALSO;11,008535;13,67864042;9,635183472;12,643505;8,073765694;15,78346764;8,679139722;12,27143653;12,06018264;13,14072319;5,658233472;9,141207778;19,71464861;21,81500694;12,74813083;7,266970278;14,63327736;18,64297194;15,71069167;24,99735361;22,66010819;27,11419028;22,27313153;20,34564583;24,16873333;33,05906528
ETHSEQ0000004022_metabat2_a26.c2k.e500.76;EMOSE_N010000990;ERR2098366;75,86;0;0;82,73;0;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.9);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1081642;89;22380;55678;510;1087;11;0,959305389;0,292957752;0,017605569;FALSO;11,38043933;14,40088427;9,974509326;12,99061899;8,331540225;16,39859551;9,249796517;12,62548382;12,71236022;13,68751258;6,039308989;9,683937753;20,78659213;23,14191798;13,68000933;7,437710674;15,19791348;19,48817753;16,41948315;26,65810674;24,57632135;28,81230112;23,87577416;20,62771607;24,55963539;35,06073483
ETHSEQ0000004044_metabat2_a26.c2k.e500.61;EMOSE_N010000372;ERR2098388;76,17;2,21;0;71,94;2,88;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.7);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1270139;111;20890;58003;400;1285;11;0,95724405;0,293828889;0,015957391;FALSO;11,75229946;14,7570982;10,36152351;13,4679273;8,740489369;16,79594865;9,516851081;13,00652937;13,06001676;14,03301297;6,070303604;9,701908559;21,0553009;23,68676216;13,72117595;7,767923423;15,84004514;19,94992703;16,71974144;27,19781712;25,20181982;29,21574324;24,14901892;20,53745901;24,33503541;35,59791892
ETHSEQ0000004026_metabat2_a26.c2k.e500.59;EMOSE_N010000416;ERR2098370;76,42;0;0;81,29;0;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.8);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1136783;91;19702;62403;800;1155;11;0,954299985;0,294172536;0,013636103;FALSO;10,78870429;13,41406923;9,269257253;12,31876176;7,872113736;15,54698681;8,501219231;11,65016593;11,7833844;12,94435319;5,811567143;9,007696593;19,2170989;21,32558901;12,36795516;7,052559011;14,36664066;18,3273011;15,26514945;24,69592967;22,55363516;26,65417912;22,01793736;20,46476484;24,13964286;32,51805495
ETHSEQ0000004029_metabat2_a26.c2k.e500.19;EMOSE_N030000421;ERR2098373;76,86;2,21;0;72,66;1,44;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.7);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1097068;221;6361;23485;250;1221;11;0,95964334;0,298293792;0,02139924;FALSO;11,0379124;13,57135548;9,544447873;12,37967172;7,929157285;15,49322552;8,729327104;11,92241344;12,48940208;13,05338661;5,915673213;9,17923;19,45026199;21,55386335;12,66017991;7,144706606;14,73394851;18,66878416;15,49849321;24,50801448;22,36594706;26,64681719;22,35130588;21,63303937;25,32894163;32,83138914
ETHSEQ0000004032_metabat2_a26.c2k.e500.20;EMOSE_N010000424;ERR2098376;75,57;2,57;0;74,1;5,76;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.8);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1169108;194;7935;27462;380;1266;11;0,955550728;0,296102258;0,020352807;FALSO;10,42348438;12,93712485;8,99047732;11,78824763;7,524248402;14,68365814;8,128604588;11,26799572;11,41894454;12,35368582;5,709979639;9,054353402;18,52656139;20,566915;11,89224753;6,785775155;14,06422345;17,87198057;14,7318117;23,29144985;21,1852133;25,28666649;20,9686017;20,1203517;23,82619691;31,02722938
ETHSEQ0000004056_metabat2_a26.c2k.e500.50;EMOSE_N010000344;ERR2098400;71,69;1,23;100;63,31;2,88;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.8);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1136147;64;32751;90911;800;1110;11;0,955633382;0,293187017;0,011118196;FALSO;11,11347203;13,7601625;9,623645313;12,74496172;8,24646125;15,7264375;8,839323438;12,15053828;12,30751;13,29365844;5,645608125;9,18242375;19,95949688;22,21210156;12,74257656;7,133907656;14,69835312;18,84072031;15,79192031;25,80898437;23,58443906;27,36705469;22,83566406;19,27483297;22,85270297;33,71404063
ETHSEQ0000004025_metabat2_a26.c2k.e500.33;EMOSE_N010000414;ERR2098369;66,3;1,56;40;74,1;1,44;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.8);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;908361;224;4262;15308;270;1037;11;0,958333746;0,300080058;0,023369531;FALSO;11,22353924;13,78739866;9,645120893;12,67071625;8,699999509;15,85663286;8,780907098;12,03467473;12,21958946;13,15490496;6,163277455;9,327702277;19,78634366;22,02474866;12,83235683;7,180293839;15,07025768;19,11193125;15,73291853;24,94333304;22,58042902;26,90987411;22,54805089;21,74014911;25,65130268;33,22206741
ETHSEQ0000004035_metabat2_a26.c2k.e500.70;EMOSE_N010000368;ERR2098379;83,4;5,88;7,14;84,89;3,6;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.9);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1302946;86;32034;77578;700;1291;11;0,957317494;0,294365274;0,014223344;FALSO;11,45151233;14,21836628;9,919711512;13,22277744;8,457379186;16,38815465;9,18048;12,72056965;12,61695837;13,8488157;5,868375581;9,244637558;20,35257442;22,94601628;13,25116953;7,452252558;15,23264686;19,35539419;16,35022442;26,06066744;23,87002442;27,77004535;23,19772907;19,30707233;22,96893942;34,48108721
ETHSEQ0000004024_metabat2_a26.c2k.e500.35;EMOSE_N020000414;ERR2098368;83,82;1,47;50;86,33;0,72;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.9);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1285218;125;16894;41646;210;1324;11;0,957738687;0,295356916;0,016128845;FALSO;10,95852896;13,62685496;9,55209104;12,6266868;8,03649008;15,5760424;8,60178032;11,91057808;11,9645308;13,05530432;5,7223672;9,03341872;19,5597416;21,575384;12,63222648;7,22592792;14,60572472;18,6132024;15,5454336;24,8302184;22,7194584;26,6782744;22,445952;20,5151768;24,1738168;33,0267088
ETHSEQ0000004033_metabat2_a26.c2k.e500.24;EMOSE_N010000407;ERR2098377;67,81;0,74;100;69,78;2,16;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__";k__Bacteria;BACTERIA (0.7);43_1;ETHSEQ0000004024_metabat2_a26.c2k.e500.35.fa;1145279;72;34748;95976;1100;1130;11;0,950082032;0,293180525;0,013510542;FALSO;11,05885125;13,86771903;9,641961528;12,91690986;8,314982222;15,97123889;8,92030125;12,42879431;12,1730475;13,30801833;5,649250417;9,076475278;19,98192778;22,32646667;12,94514986;7,360091944;14,95003319;19,00423611;15,81671528;25,59631528;23,50699167;27,43534583;22,66686389;19,04692806;22,76540278;33,48126667
